Country,Year,AverageTemperature
Hungary,1773,10.051166666666667
Hungary,1774,9.822416666666667
Hungary,1775,10.507
Hungary,1776,9.197416666666667
Hungary,1777,9.346666666666666
Hungary,1778,10.5805
Hungary,1779,10.699583333333335
Hungary,1780,9.485416666666667
Hungary,1781,10.43625
Hungary,1782,9.256666666666666
Hungary,1783,10.171583333333333
Hungary,1784,9.130166666666668
Hungary,1785,8.456333333333333
Hungary,1786,8.787083333333333
Hungary,1787,9.919083333333333
Hungary,1788,9.497333333333332
Hungary,1789,9.954
Hungary,1790,10.04025
Hungary,1791,10.594333333333333
Hungary,1792,9.711666666666668
Hungary,1793,9.70975
Hungary,1794,10.72025
Hungary,1795,9.659083333333333
Hungary,1796,9.898833333333334
Hungary,1797,11.159583333333332
Hungary,1798,10.205916666666667
Hungary,1799,8.481666666666667
Hungary,1800,9.92975
Hungary,1801,10.680666666666667
Hungary,1802,10.654583333333333
Hungary,1803,9.076333333333332
Hungary,1804,9.392583333333333
Hungary,1805,8.23775
Hungary,1806,10.489666666666666
Hungary,1807,10.41175
Hungary,1808,8.841916666666666
Hungary,1809,9.341833333333334
Hungary,1810,9.6225
Hungary,1811,10.552333333333335
Hungary,1812,8.684833333333334
Hungary,1813,9.1575
Hungary,1814,8.780083333333332
Hungary,1815,9.016583333333335
Hungary,1816,8.761750000000001
Hungary,1817,9.616000000000001
Hungary,1818,9.932666666666666
Hungary,1819,9.82225
Hungary,1820,9.334666666666667
Hungary,1821,9.663166666666667
Hungary,1822,10.846083333333333
Hungary,1823,9.57825
Hungary,1824,10.445
Hungary,1825,10.042833333333332
Hungary,1826,9.68225
Hungary,1827,10.058833333333334
Hungary,1828,9.565333333333333
Hungary,1829,7.795166666666667
Hungary,1830,9.301833333333333
Hungary,1831,9.520166666666666
Hungary,1832,8.804416666666667
Hungary,1833,9.649333333333333
Hungary,1834,10.848083333333333
Hungary,1835,9.155
Hungary,1836,9.876583333333334
Hungary,1837,8.57775
Hungary,1838,8.172666666666666
Hungary,1839,9.482333333333333
Hungary,1840,8.261916666666666
Hungary,1841,10.275916666666665
Hungary,1842,8.903083333333333
Hungary,1843,9.816583333333332
Hungary,1844,8.912083333333333
Hungary,1845,9.249666666666666
Hungary,1846,10.692166666666667
Hungary,1847,8.879666666666667
Hungary,1848,10.0065
Hungary,1849,9.04475
Hungary,1850,4.2724
Kingman Reef,1912,26.8985
Kingman Reef,1913,26.7915
Kingman Reef,1914,27.040499999999998
Kingman Reef,1915,27.048750000000002
Kingman Reef,1916,26.565250000000002
Kingman Reef,1917,26.254583333333333
Kingman Reef,1918,26.649416666666667
Kingman Reef,1919,26.874416666666665
Kingman Reef,1920,26.646833333333333
Kingman Reef,1921,26.9345
Kingman Reef,1922,26.65341666666667
Kingman Reef,1923,27.114833333333333
Kingman Reef,1924,26.90116666666667
Kingman Reef,1925,27.06125
Kingman Reef,1926,27.180083333333332
Kingman Reef,1927,26.993083333333335
Kingman Reef,1928,27.015333333333334
Kingman Reef,1929,26.873250000000002
Kingman Reef,1930,27.366500000000002
Kingman Reef,1931,27.092333333333332
Kingman Reef,1932,26.860083333333336
Kingman Reef,1933,26.540333333333336
Kingman Reef,1934,26.96075
Kingman Reef,1935,27.054666666666666
Kingman Reef,1936,27.0455
Kingman Reef,1937,27.34766666666667
Kingman Reef,1938,27.17741666666667
Kingman Reef,1939,27.051833333333335
Kingman Reef,1940,27.61
Kingman Reef,1941,27.787583333333334
Kingman Reef,1942,26.347416666666664
Kingman Reef,1943,27.23075
Kingman Reef,1944,27.500583333333335
Kingman Reef,1945,27.167583333333337
Kingman Reef,1946,27.474666666666668
Kingman Reef,1947,27.320416666666663
Kingman Reef,1948,27.383916666666668
Kingman Reef,1949,26.759416666666667
Kingman Reef,1950,26.67616666666667
Kingman Reef,1951,27.756833333333336
Kingman Reef,1952,27.381333333333334
Kingman Reef,1953,27.057666666666666
Kingman Reef,1954,26.864500000000003
Kingman Reef,1955,26.57816666666667
Kingman Reef,1956,26.665666666666667
Kingman Reef,1957,27.30125
Kingman Reef,1958,27.38766666666667
Kingman Reef,1959,27.339583333333334
Kingman Reef,1960,27.158833333333334
Kingman Reef,1961,27.214833333333335
Kingman Reef,1962,27.080333333333332
Kingman Reef,1963,27.4235
Kingman Reef,1964,26.857083333333335
Kingman Reef,1965,27.030666666666665
Kingman Reef,1966,27.394500000000004
Kingman Reef,1967,27.343083333333336
Kingman Reef,1968,27.442916666666665
Kingman Reef,1969,27.54816666666667
Kingman Reef,1970,27.130916666666668
Kingman Reef,1971,26.681583333333336
Kingman Reef,1972,27.251166666666666
Kingman Reef,1973,26.848833333333335
Kingman Reef,1974,27.048833333333334
Kingman Reef,1975,26.672833333333333
Kingman Reef,1976,26.886166666666668
Kingman Reef,1977,27.761833333333332
Kingman Reef,1978,27.443916666666667
Kingman Reef,1979,27.406333333333336
Kingman Reef,1980,27.691666666666666
Kingman Reef,1981,27.407
Kingman Reef,1982,27.598166666666668
Kingman Reef,1983,27.476
Kingman Reef,1984,27.29225
Kingman Reef,1985,27.245583333333332
Kingman Reef,1986,27.6905
Kingman Reef,1987,27.79825
Kingman Reef,1988,27.409750000000003
Kingman Reef,1989,27.12541666666667
Kingman Reef,1990,27.535333333333337
Kingman Reef,1991,27.76866666666667
Kingman Reef,1992,27.641416666666668
Kingman Reef,1993,27.505166666666668
Kingman Reef,1994,27.708333333333332
Kingman Reef,1995,27.895583333333335
Kingman Reef,1996,27.819999999999997
Kingman Reef,1997,27.905583333333336
Kingman Reef,1998,27.765500000000003
Kingman Reef,1999,27.306750000000005
Kingman Reef,2000,27.453916666666668
Kingman Reef,2001,27.822916666666668
Kingman Reef,2002,28.007416666666668
Kingman Reef,2003,28.136416666666666
Kingman Reef,2004,28.03741666666667
Kingman Reef,2005,28.164083333333334
Kingman Reef,2006,28.081500000000002
Kingman Reef,2007,27.78991666666667
Kingman Reef,2008,27.495
Kingman Reef,2009,27.989
Kingman Reef,2010,27.84866666666667
Kingman Reef,2011,27.672833333333333
Kingman Reef,2012,27.67941666666667
Kingman Reef,2013,27.843875
Kiribati,1883,26.189000000000004
Kiribati,1884,25.867500000000003
Kiribati,1885,25.984333333333336
Kiribati,1886,26.017666666666667
Kiribati,1887,25.95475
Kiribati,1888,26.14691666666667
Kiribati,1889,26.28336363636364
Kiribati,1890,25.982416666666666
Kiribati,1891,26.484333333333336
Kiribati,1892,25.914583333333336
Kiribati,1893,25.610083333333336
Kiribati,1894,25.921083333333332
Kiribati,1895,26.2805
Kiribati,1896,26.706083333333336
Kiribati,1897,26.552000000000003
Kiribati,1898,26.274916666666666
Kiribati,1899,26.37991666666667
Kiribati,1900,26.55841666666667
Kiribati,1901,26.458083333333335
Kiribati,1902,26.35175
Kiribati,1903,26.1725
Kiribati,1904,26.1515
Kiribati,1905,26.459000000000003
Kiribati,1906,26.506416666666667
Kiribati,1907,26.255166666666668
Kiribati,1908,26.213250000000002
Kiribati,1909,26.13925
Kiribati,1910,25.897583333333333
Kiribati,1911,26.33
Kiribati,1912,26.474
Kiribati,1913,26.389583333333334
Kiribati,1914,26.66291666666667
Kiribati,1915,26.69458333333333
Kiribati,1916,26.055083333333332
Kiribati,1917,25.6825
Kiribati,1918,26.31325
Kiribati,1919,26.480999999999998
Kiribati,1920,26.21258333333333
Kiribati,1921,26.554833333333335
Kiribati,1922,26.235500000000002
Kiribati,1923,26.682833333333335
Kiribati,1924,26.589333333333332
Kiribati,1925,26.643583333333336
Kiribati,1926,26.749416666666665
Kiribati,1927,26.60966666666667
Kiribati,1928,26.632666666666665
Kiribati,1929,26.450666666666667
Kiribati,1930,26.958583333333333
Kiribati,1931,26.726083333333335
Kiribati,1932,26.510500000000004
Kiribati,1933,26.164
Kiribati,1934,26.551916666666667
Kiribati,1935,26.67833333333333
Kiribati,1936,26.640416666666667
Kiribati,1937,26.92866666666667
Kiribati,1938,26.696583333333333
Kiribati,1939,26.72383333333333
Kiribati,1940,27.312749999999998
Kiribati,1941,27.435083333333335
Kiribati,1942,25.88416666666667
Kiribati,1943,26.85966666666667
Kiribati,1944,27.05425
Kiribati,1945,27.003249999999998
Kiribati,1946,27.033666666666665
Kiribati,1947,26.769750000000002
Kiribati,1948,26.948333333333334
Kiribati,1949,26.45341666666667
Kiribati,1950,26.316166666666664
Kiribati,1951,27.313333333333333
Kiribati,1952,27.08175
Kiribati,1953,26.750333333333334
Kiribati,1954,26.40641666666667
Kiribati,1955,26.22425
Kiribati,1956,26.21166666666667
Kiribati,1957,26.964
Kiribati,1958,27.104333333333333
Kiribati,1959,26.98183333333333
Kiribati,1960,26.734750000000002
Kiribati,1961,26.785666666666668
Kiribati,1962,26.658083333333334
Kiribati,1963,27.058833333333336
Kiribati,1964,26.427666666666667
Kiribati,1965,26.685916666666667
Kiribati,1966,27.055750000000003
Kiribati,1967,26.90925
Kiribati,1968,26.856333333333335
Kiribati,1969,27.221333333333334
Kiribati,1970,26.750333333333334
Kiribati,1971,26.18166666666667
Kiribati,1972,26.85375
Kiribati,1973,26.62216666666667
Kiribati,1974,26.608166666666666
Kiribati,1975,26.39425
Kiribati,1976,26.55225
Kiribati,1977,27.341333333333335
Kiribati,1978,26.971666666666668
Kiribati,1979,27.061000000000003
Kiribati,1980,27.257
Kiribati,1981,26.935833333333335
Kiribati,1982,27.28991666666667
Kiribati,1983,27.2045
Kiribati,1984,26.82675
Kiribati,1985,26.807666666666666
Kiribati,1986,27.17175
Kiribati,1987,27.596333333333334
Kiribati,1988,26.931083333333333
Kiribati,1989,26.684416666666667
Kiribati,1990,27.075666666666667
Kiribati,1991,27.363083333333336
Kiribati,1992,27.287333333333333
Kiribati,1993,27.138583333333333
Kiribati,1994,27.247083333333336
Kiribati,1995,27.46591666666667
Kiribati,1996,27.3535
Kiribati,1997,27.496333333333336
Kiribati,1998,27.465999999999998
Kiribati,1999,26.93541666666667
Kiribati,2000,27.079250000000002
Kiribati,2001,27.39225
Kiribati,2002,27.657916666666665
Kiribati,2003,27.767083333333332
Kiribati,2004,27.683666666666667
Kiribati,2005,27.814083333333333
Kiribati,2006,27.756
Kiribati,2007,27.295416666666668
Kiribati,2008,26.961000000000002
Kiribati,2009,27.66616666666667
Kiribati,2010,27.531666666666666
Kiribati,2011,27.160666666666668
Kiribati,2012,27.3385
Kiribati,2013,27.551375
Kuwait,1839,12.02
Kuwait,1840,24.264916666666668
Kuwait,1841,21.378833333333333
Kuwait,1842,22.191666666666666
Kuwait,1843,24.48781818181818
Kuwait,1844,24.358416666666667
Kuwait,1845,24.430083333333332
Kuwait,1846,25.863
Kuwait,1847,24.73608333333333
Kuwait,1848,24.405666666666665
Kuwait,1849,24.69966666666667
Kuwait,1850,24.1925
Kuwait,1851,25.021916666666666
Kuwait,1852,24.7025
Kuwait,1853,24.884916666666665
Kuwait,1854,24.45375
Kuwait,1855,24.82858333333333
Kuwait,1856,24.359083333333334
Kuwait,1857,24.001666666666665
Kuwait,1858,24.91
Kuwait,1859,24.88875
Kuwait,1860,24.89191666666667
Kuwait,1861,23.856166666666667
Kuwait,1862,23.578083333333336
Kuwait,1863,24.0425
Kuwait,1864,24.760916666666663
Kuwait,1865,24.990583333333333
Kuwait,1866,24.577916666666667
Kuwait,1867,24.8985
Kuwait,1868,24.80741666666667
Kuwait,1869,25.141416666666668
Kuwait,1870,24.965833333333336
Kuwait,1871,24.67425
Kuwait,1872,24.842
Kuwait,1873,25.15791666666667
Kuwait,1874,24.842083333333335
Kuwait,1875,24.486250000000002
Kuwait,1876,24.818250000000003
Kuwait,1877,25.356333333333335
Kuwait,1878,25.269500000000004
Kuwait,1879,25.331083333333336
Kuwait,1880,24.38166666666667
Kuwait,1881,25.39591666666667
Kuwait,1882,24.373583333333332
Kuwait,1883,25.138499999999997
Kuwait,1884,24.576166666666666
Kuwait,1885,24.732333333333333
Kuwait,1886,24.757333333333335
Kuwait,1887,24.774500000000003
Kuwait,1888,25.151
Kuwait,1889,25.32466666666667
Kuwait,1890,24.75708333333333
Kuwait,1891,25.11283333333333
Kuwait,1892,25.251333333333335
Kuwait,1893,24.934250000000002
Kuwait,1894,24.39625
Kuwait,1895,24.638666666666666
Kuwait,1896,24.4845
Kuwait,1897,24.545916666666667
Kuwait,1898,24.409499999999998
Kuwait,1899,25.069333333333333
Kuwait,1900,25.096999999999998
Kuwait,1901,25.79116666666667
Kuwait,1902,25.47475
Kuwait,1903,24.331666666666667
Kuwait,1904,24.846500000000002
Kuwait,1905,24.495833333333337
Kuwait,1906,24.43625
Kuwait,1907,23.91508333333333
Kuwait,1908,24.766833333333334
Kuwait,1909,25.359750000000002
Kuwait,1910,24.457333333333334
Kuwait,1911,23.69583333333333
Kuwait,1912,25.10675
Kuwait,1913,24.669083333333333
Kuwait,1914,24.7995
Kuwait,1915,25.372
Kuwait,1916,24.67925
Kuwait,1917,25.169083333333333
Kuwait,1918,24.50475
Kuwait,1919,25.20925
Kuwait,1920,24.437
Kuwait,1921,24.74175
Kuwait,1922,25.269916666666663
Kuwait,1923,24.7825
Kuwait,1924,25.482333333333333
Kuwait,1925,24.842
Kuwait,1926,24.92716666666667
Kuwait,1927,25.055333333333333
Kuwait,1928,25.02416666666667
Kuwait,1929,25.085333333333335
Kuwait,1930,25.267666666666667
Kuwait,1931,25.05275
Kuwait,1932,24.7135
Kuwait,1933,24.450000000000003
Kuwait,1934,24.58366666666667
Kuwait,1935,25.484583333333333
Kuwait,1936,24.864166666666666
Kuwait,1937,25.086833333333335
Kuwait,1938,25.003833333333333
Kuwait,1939,24.958416666666665
Kuwait,1940,25.497
Kuwait,1941,25.244
Kuwait,1942,25.529666666666667
Kuwait,1943,24.83575
Kuwait,1944,25.259249999999998
Kuwait,1945,24.77133333333333
Kuwait,1946,25.125416666666666
Kuwait,1947,26.016416666666668
Kuwait,1948,24.5085
Kuwait,1949,24.63525
Kuwait,1950,24.617833333333333
Kuwait,1951,25.565916666666666
Kuwait,1952,25.49291666666667
Kuwait,1953,24.896416666666667
Kuwait,1954,25.460833333333337
Kuwait,1955,25.442333333333334
Kuwait,1956,24.725916666666667
Kuwait,1957,24.71241666666667
Kuwait,1958,25.378500000000003
Kuwait,1959,24.554833333333335
Kuwait,1960,25.696749999999998
Kuwait,1961,24.980499999999996
Kuwait,1962,26.154083333333332
Kuwait,1963,25.459833333333336
Kuwait,1964,24.548000000000002
Kuwait,1965,25.540916666666664
Kuwait,1966,26.150583333333334
Kuwait,1967,24.44633333333333
Kuwait,1968,25.329833333333337
Kuwait,1969,25.68241666666667
Kuwait,1970,25.65725
Kuwait,1971,25.0655
Kuwait,1972,24.3685
Kuwait,1973,25.40641666666667
Kuwait,1974,24.997249999999998
Kuwait,1975,25.008916666666668
Kuwait,1976,24.96466666666667
Kuwait,1977,25.572000000000003
Kuwait,1978,25.472916666666666
Kuwait,1979,26.17125
Kuwait,1980,25.670833333333334
Kuwait,1981,25.69275
Kuwait,1982,24.723000000000003
Kuwait,1983,24.795833333333334
Kuwait,1984,25.123333333333335
Kuwait,1985,25.358083333333337
Kuwait,1986,25.4425
Kuwait,1987,26.020083333333336
Kuwait,1988,25.596333333333334
Kuwait,1989,25.300166666666666
Kuwait,1990,25.758583333333334
Kuwait,1991,25.348583333333334
Kuwait,1992,24.30033333333333
Kuwait,1993,25.361833333333333
Kuwait,1994,25.842333333333332
Kuwait,1995,25.49175
Kuwait,1996,26.327916666666667
Kuwait,1997,25.315833333333334
Kuwait,1998,26.670749999999998
Kuwait,1999,26.83683333333333
Kuwait,2000,26.376083333333337
Kuwait,2001,26.654750000000003
Kuwait,2002,26.386750000000003
Kuwait,2003,26.496583333333334
Kuwait,2004,26.155416666666667
Kuwait,2005,25.987916666666667
Kuwait,2006,26.314666666666668
Kuwait,2007,26.330916666666667
Kuwait,2008,26.266583333333333
Kuwait,2009,26.453166666666664
Kuwait,2010,27.63866666666667
Kuwait,2011,26.087500000000002
Kuwait,2012,26.675583333333336
Kuwait,2013,27.273375
Kyrgyzstan,1832,2.3540833333333335
Kyrgyzstan,1833,2.800916666666667
Kyrgyzstan,1834,2.887166666666667
Kyrgyzstan,1835,2.0549999999999997
Kyrgyzstan,1836,2.5581666666666667
Kyrgyzstan,1837,2.252416666666667
Kyrgyzstan,1838,1.9035000000000004
Kyrgyzstan,1839,1.8408333333333335
Kyrgyzstan,1840,2.5046666666666666
Kyrgyzstan,1841,2.0029999999999997
Kyrgyzstan,1842,3.0621666666666663
Kyrgyzstan,1843,3.4461666666666666
Kyrgyzstan,1844,2.3564166666666666
Kyrgyzstan,1845,2.5979166666666664
Kyrgyzstan,1846,3.262749999999999
Kyrgyzstan,1847,2.7342499999999994
Kyrgyzstan,1848,2.1450833333333326
Kyrgyzstan,1849,2.7072499999999997
Kyrgyzstan,1850,2.5217500000000004
Kyrgyzstan,1851,2.66825
Kyrgyzstan,1852,2.7264166666666667
Kyrgyzstan,1853,2.368916666666667
Kyrgyzstan,1854,3.1278333333333332
Kyrgyzstan,1855,3.3941666666666666
Kyrgyzstan,1856,3.0035000000000003
Kyrgyzstan,1857,2.2968333333333333
Kyrgyzstan,1858,3.025166666666667
Kyrgyzstan,1859,3.4858333333333333
Kyrgyzstan,1860,2.0403333333333333
Kyrgyzstan,1861,2.6087499999999992
Kyrgyzstan,1862,2.004916666666667
Kyrgyzstan,1863,3.3351666666666673
Kyrgyzstan,1864,2.363333333333333
Kyrgyzstan,1865,2.6424999999999996
Kyrgyzstan,1866,2.8156666666666665
Kyrgyzstan,1867,3.762916666666667
Kyrgyzstan,1868,2.7686666666666664
Kyrgyzstan,1869,2.7533333333333334
Kyrgyzstan,1870,2.9855
Kyrgyzstan,1871,2.8564166666666666
Kyrgyzstan,1872,2.9346666666666668
Kyrgyzstan,1873,3.37575
Kyrgyzstan,1874,3.425333333333334
Kyrgyzstan,1875,3.239166666666667
Kyrgyzstan,1876,2.578666666666667
Kyrgyzstan,1877,2.71925
Kyrgyzstan,1878,3.084250000000001
Kyrgyzstan,1879,3.709166666666667
Kyrgyzstan,1880,3.642916666666667
Kyrgyzstan,1881,3.3184166666666663
Kyrgyzstan,1882,2.253249999999999
Kyrgyzstan,1883,2.3819166666666662
Kyrgyzstan,1884,2.4793333333333325
Kyrgyzstan,1885,2.7047499999999993
Kyrgyzstan,1886,1.6468333333333334
Kyrgyzstan,1887,2.854083333333333
Kyrgyzstan,1888,4.410083333333334
Kyrgyzstan,1889,2.788916666666667
Kyrgyzstan,1890,2.4153333333333333
Kyrgyzstan,1891,2.0540833333333333
Kyrgyzstan,1892,2.8055
Kyrgyzstan,1893,3.375666666666666
Kyrgyzstan,1894,2.6499166666666665
Kyrgyzstan,1895,2.9379999999999993
Kyrgyzstan,1896,3.264416666666667
Kyrgyzstan,1897,2.5469166666666667
Kyrgyzstan,1898,1.7708333333333333
Kyrgyzstan,1899,3.9925833333333336
Kyrgyzstan,1900,2.7620000000000005
Kyrgyzstan,1901,2.8009166666666663
Kyrgyzstan,1902,3.229333333333333
Kyrgyzstan,1903,1.4500833333333336
Kyrgyzstan,1904,2.8491666666666666
Kyrgyzstan,1905,1.933
Kyrgyzstan,1906,2.8615
Kyrgyzstan,1907,2.1846666666666663
Kyrgyzstan,1908,2.6750833333333333
Kyrgyzstan,1909,3.6316666666666664
Kyrgyzstan,1910,2.900166666666667
Kyrgyzstan,1911,3.2474166666666675
Kyrgyzstan,1912,3.7763333333333335
Kyrgyzstan,1913,2.9716666666666662
Kyrgyzstan,1914,3.8185000000000002
Kyrgyzstan,1915,4.398416666666667
Kyrgyzstan,1916,3.0456666666666656
Kyrgyzstan,1917,3.766166666666667
Kyrgyzstan,1918,2.8356666666666666
Kyrgyzstan,1919,2.724083333333333
Kyrgyzstan,1920,1.605833333333333
Kyrgyzstan,1921,2.4622500000000005
Kyrgyzstan,1922,3.862083333333334
Kyrgyzstan,1923,2.8993333333333333
Kyrgyzstan,1924,3.2159166666666668
Kyrgyzstan,1925,3.6924999999999994
Kyrgyzstan,1926,3.4585833333333333
Kyrgyzstan,1927,3.448166666666667
Kyrgyzstan,1928,2.5195833333333333
Kyrgyzstan,1929,2.0331666666666663
Kyrgyzstan,1930,2.332333333333333
Kyrgyzstan,1931,2.345166666666667
Kyrgyzstan,1932,2.96875
Kyrgyzstan,1933,3.1281666666666665
Kyrgyzstan,1934,1.8077499999999997
Kyrgyzstan,1935,2.2725833333333334
Kyrgyzstan,1936,2.89225
Kyrgyzstan,1937,2.3073333333333332
Kyrgyzstan,1938,3.59825
Kyrgyzstan,1939,3.831416666666667
Kyrgyzstan,1940,4.518166666666667
Kyrgyzstan,1941,4.892916666666667
Kyrgyzstan,1942,3.578416666666667
Kyrgyzstan,1943,3.1011666666666664
Kyrgyzstan,1944,3.5468333333333333
Kyrgyzstan,1945,2.78575
Kyrgyzstan,1946,3.61575
Kyrgyzstan,1947,4.086333333333333
Kyrgyzstan,1948,3.431333333333333
Kyrgyzstan,1949,2.57125
Kyrgyzstan,1950,2.6250000000000004
Kyrgyzstan,1951,2.808416666666666
Kyrgyzstan,1952,3.08175
Kyrgyzstan,1953,3.4
Kyrgyzstan,1954,2.2725833333333334
Kyrgyzstan,1955,3.8522499999999997
Kyrgyzstan,1956,3.783583333333334
Kyrgyzstan,1957,2.649833333333333
Kyrgyzstan,1958,3.7093333333333334
Kyrgyzstan,1959,3.2821666666666665
Kyrgyzstan,1960,3.011249999999999
Kyrgyzstan,1961,3.933916666666667
Kyrgyzstan,1962,3.5964166666666664
Kyrgyzstan,1963,4.435416666666667
Kyrgyzstan,1964,2.702583333333333
Kyrgyzstan,1965,4.095999999999999
Kyrgyzstan,1966,3.744499999999999
Kyrgyzstan,1967,3.179916666666667
Kyrgyzstan,1968,3.5055833333333326
Kyrgyzstan,1969,2.3744166666666664
Kyrgyzstan,1970,3.7745833333333327
Kyrgyzstan,1971,4.176749999999999
Kyrgyzstan,1972,2.372583333333333
Kyrgyzstan,1973,4.082833333333333
Kyrgyzstan,1974,2.8895
Kyrgyzstan,1975,3.4741666666666666
Kyrgyzstan,1976,3.0085833333333327
Kyrgyzstan,1977,3.94
Kyrgyzstan,1978,3.8703333333333334
Kyrgyzstan,1979,3.807916666666667
Kyrgyzstan,1980,4.507833333333333
Kyrgyzstan,1981,4.140499999999999
Kyrgyzstan,1982,3.7505833333333336
Kyrgyzstan,1983,4.4415000000000004
Kyrgyzstan,1984,2.94
Kyrgyzstan,1985,3.829833333333333
Kyrgyzstan,1986,3.8058333333333336
Kyrgyzstan,1987,4.004583333333334
Kyrgyzstan,1988,4.332999999999999
Kyrgyzstan,1989,3.3475833333333327
Kyrgyzstan,1990,4.492416666666666
Kyrgyzstan,1991,3.7833333333333337
Kyrgyzstan,1992,3.7207500000000002
Kyrgyzstan,1993,3.116166666666667
Kyrgyzstan,1994,3.7527500000000003
Kyrgyzstan,1995,4.050166666666667
Kyrgyzstan,1996,3.414583333333334
Kyrgyzstan,1997,4.873916666666667
Kyrgyzstan,1998,4.393166666666667
Kyrgyzstan,1999,4.6003333333333325
Kyrgyzstan,2000,4.73075
Kyrgyzstan,2001,4.781
Kyrgyzstan,2002,4.709
Kyrgyzstan,2003,4.042333333333333
Kyrgyzstan,2004,5.02925
Kyrgyzstan,2005,4.518083333333333
Kyrgyzstan,2006,4.917333333333333
Kyrgyzstan,2007,5.053249999999999
Kyrgyzstan,2008,4.577583333333333
Kyrgyzstan,2009,4.349166666666666
Kyrgyzstan,2010,4.59575
Kyrgyzstan,2011,4.201583333333333
Kyrgyzstan,2012,3.576916666666667
Kyrgyzstan,2013,6.2631250000000005
Laos,1816,22.8897
Laos,1817,22.223166666666668
Laos,1818,22.9375
Laos,1819,22.278583333333334
Laos,1820,23.055090909090907
Laos,1821,23.217083333333335
Laos,1822,23.354250000000004
Laos,1823,23.302545454545452
Laos,1824,
Laos,1825,23.533
Laos,1826,
Laos,1827,
Laos,1828,
Laos,1829,
Laos,1830,
Laos,1831,
Laos,1832,
Laos,1833,23.238500000000002
Laos,1834,23.219583333333333
Laos,1835,22.265333333333334
Laos,1836,22.663545454545456
Laos,1837,22.9905
Laos,1838,24.634285714285713
Laos,1839,23.82111111111111
Laos,1840,23.132333333333335
Laos,1841,23.608083333333337
Laos,1842,23.254166666666666
Laos,1843,23.331500000000002
Laos,1844,22.812250000000002
Laos,1845,22.664749999999998
Laos,1846,23.189000000000004
Laos,1847,22.75066666666667
Laos,1848,22.833
Laos,1849,22.997083333333336
Laos,1850,23.1465
Laos,1851,23.286916666666666
Laos,1852,23.125500000000002
Laos,1853,23.450999999999997
Laos,1854,23.444666666666667
Laos,1855,23.20125
Laos,1856,22.835250000000002
Laos,1857,23.439799999999998
Laos,1858,23.239083333333337
Laos,1859,23.293833333333335
Laos,1860,23.134083333333336
Laos,1861,23.007
Laos,1862,19.06833333333333
Laos,1863,23.007083333333338
Laos,1864,22.878
Laos,1865,23.38966666666667
Laos,1866,23.3445
Laos,1867,23.38208333333333
Laos,1868,23.48183333333333
Laos,1869,23.04825
Laos,1870,23.16616666666667
Laos,1871,23.256416666666667
Laos,1872,23.421833333333336
Laos,1873,23.368416666666665
Laos,1874,23.42425
Laos,1875,23.03616666666667
Laos,1876,22.9105
Laos,1877,23.449083333333334
Laos,1878,23.895416666666666
Laos,1879,23.509416666666667
Laos,1880,23.133333333333336
Laos,1881,23.333583333333333
Laos,1882,23.269000000000002
Laos,1883,22.992583333333332
Laos,1884,22.734333333333336
Laos,1885,23.134833333333333
Laos,1886,23.126416666666668
Laos,1887,23.039083333333334
Laos,1888,23.494416666666666
Laos,1889,23.593500000000002
Laos,1890,23.405333333333335
Laos,1891,23.490416666666665
Laos,1892,22.856833333333338
Laos,1893,22.761333333333337
Laos,1894,23.13825
Laos,1895,23.411916666666666
Laos,1896,23.419500000000003
Laos,1897,23.720916666666668
Laos,1898,23.456000000000003
Laos,1899,23.136833333333332
Laos,1900,23.50916666666667
Laos,1901,23.472166666666666
Laos,1902,23.89816666666667
Laos,1903,23.292333333333332
Laos,1904,23.246916666666667
Laos,1905,23.524583333333336
Laos,1906,23.704166666666666
Laos,1907,23.11616666666667
Laos,1908,23.211583333333333
Laos,1909,23.596333333333334
Laos,1910,23.44158333333333
Laos,1911,23.769833333333334
Laos,1912,23.4045
Laos,1913,23.10291666666667
Laos,1914,23.894166666666667
Laos,1915,23.84625
Laos,1916,23.151750000000003
Laos,1917,22.91825
Laos,1918,23.194833333333335
Laos,1919,23.887833333333333
Laos,1920,23.674916666666665
Laos,1921,23.4505
Laos,1922,23.7175
Laos,1923,23.797083333333333
Laos,1924,23.741249999999997
Laos,1925,23.227666666666668
Laos,1926,23.666916666666665
Laos,1927,23.556749999999997
Laos,1928,23.56383333333333
Laos,1929,23.49825
Laos,1930,23.398666666666667
Laos,1931,24.106333333333335
Laos,1932,23.302583333333335
Laos,1933,23.505
Laos,1934,23.151750000000003
Laos,1935,24.2075
Laos,1936,23.426666666666666
Laos,1937,24.105166666666666
Laos,1938,23.690583333333336
Laos,1939,23.71275
Laos,1940,23.771583333333336
Laos,1941,24.41016666666667
Laos,1942,24.037000000000003
Laos,1943,23.54133333333333
Laos,1944,24.08675
Laos,1945,23.607416666666666
Laos,1946,24.500333333333334
Laos,1947,24.047916666666666
Laos,1948,23.786333333333335
Laos,1949,23.89375
Laos,1950,23.7715
Laos,1951,23.725166666666667
Laos,1952,23.987666666666666
Laos,1953,24.14708333333333
Laos,1954,24.027
Laos,1955,23.53141666666667
Laos,1956,23.668583333333334
Laos,1957,24.125249999999998
Laos,1958,23.954250000000002
Laos,1959,24.14816666666667
Laos,1960,24.113416666666666
Laos,1961,24.031333333333333
Laos,1962,23.608500000000003
Laos,1963,23.66325
Laos,1964,23.822666666666667
Laos,1965,24.02841666666667
