Year,LANDAVERAGETEMPERATURE,LANDMAXTEMPERATURE,LANDMINTEMPERATURE,LANDANDOCEANAVERAGETEMPERATURE
1942,8.728416666666666,20.107,-2.883,15.325333333333333
1943,8.755083333333333,20.394,-3.2830000000000004,15.344999999999999
1944,8.845,20.493,-2.123,15.449083333333334
1945,8.584833333333334,20.189,-3.0439999999999996,15.33075
1946,8.676916666666667,20.265,-2.5469999999999997,15.262750000000002
1947,8.797083333333333,20.126,-2.992,15.310166666666667
1948,8.74675,20.334,-2.613,15.261166666666666
1949,8.58675,20.128,-3.003,15.22275
1950,8.365250000000001,19.882,-3.622,15.1395
1951,8.625666666666667,20.225,-3.661,15.311166666666667
1952,8.638250000000001,20.416,-2.5789999999999997,15.363083333333334
1953,8.87375,20.254,-2.6289999999999996,15.421083333333334
1954,8.560666666666666,20.015,-3.5810000000000004,15.230583333333334
1955,8.62625,19.959,-2.71,15.174333333333335
1956,8.279583333333333,19.952,-3.131,15.106000000000002
1957,8.7325,19.828,-2.97,15.374083333333333
1958,8.77375,20.121,-1.949,15.382083333333334
1959,8.732666666666667,20.236,-2.406,15.340499999999999
1960,8.58375,19.884,-2.623,15.291916666666667
1961,8.797666666666666,20.014,-2.383,15.379916666666666
1962,8.745916666666666,20.054,-2.5090000000000003,15.325583333333334
1963,8.856,20.229,-2.6790000000000003,15.376666666666667
1964,8.409666666666666,20.065,-2.613,15.117083333333333
1965,8.527416666666666,19.869,-2.822,15.195750000000002
1966,8.599333333333332,20.392,-3.0410000000000004,15.264666666666665
1967,8.700083333333334,20.142,-2.869,15.294166666666667
1968,8.516333333333334,19.734,-3.0620000000000003,15.263916666666667
1969,8.595083333333333,20.024,-3.298,15.390500000000001
1970,8.700916666666666,20.254,-2.5839999999999996,15.332666666666666
1971,8.59925,19.984,-2.7230000000000003,15.200000000000001
1972,8.499583333333334,20.037,-3.5490000000000004,15.292916666666668
1973,8.94825,20.112,-2.3080000000000003,15.40475
1974,8.4675,19.925,-2.926,15.168083333333334
1975,8.744833333333334,20.051,-2.2569999999999997,15.238666666666667
1976,8.34725,19.852,-2.452,15.131083333333335
1977,8.85025,20.327,-2.648,15.40825
1978,8.69275,19.911,-2.52,15.300916666666666
1979,8.733416666666667,19.945,-2.7590000000000003,15.414166666666667
1980,8.980333333333332,20.466,-2.4570000000000003,15.491833333333332
1981,9.165833333333333,20.398,-1.41,15.516166666666669
1982,8.639166666666666,20.311,-2.7769999999999997,15.341916666666668
1983,9.028166666666666,20.139,-1.65,15.520249999999999
1984,8.691833333333333,20.109,-2.452,15.344166666666666
1985,8.658,19.757,-2.853,15.340666666666666
1986,8.833583333333333,19.987,-2.011,15.384
1987,8.994416666666666,20.667,-2.3440000000000003,15.524500000000002
1988,9.201583333333334,20.466,-2.031,15.555750000000002
1989,8.921999999999999,20.361,-2.5980000000000003,15.441583333333334
1990,9.234166666666667,20.401,-1.9390000000000005,15.629333333333333
1991,9.179416666666667,20.643,-1.9070000000000005,15.597999999999999
1992,8.836583333333333,19.853,-1.6550000000000002,15.453000000000001
1993,8.866583333333333,20.228,-1.9190000000000005,15.466416666666667
1994,9.03875,20.421,-2.768,15.534999999999998
1995,9.347083333333334,20.803,-1.769,15.637833333333333
1996,9.038916666666667,20.65,-2.512,15.524666666666667
1997,9.202583333333333,20.26,-2.1340000000000003,15.713833333333334
1998,9.522666666666668,20.972,-1.7760000000000002,15.826
1999,9.285083333333334,20.578000000000003,-1.7320000000000002,15.600333333333333
2000,9.201166666666667,20.665,-2.322,15.610666666666667
2001,9.414583333333333,20.923,-2.0780000000000003,15.7675
2002,9.570416666666667,21.199,-1.3219999999999998,15.829166666666667
2003,9.525583333333334,20.757,-1.481,15.826583333333334
2004,9.324583333333333,20.087,-1.65,15.757249999999999
2005,9.700916666666666,20.88,-1.5340000000000005,15.879249999999999
2006,9.5325,20.905,-1.942,15.8135
2007,9.732166666666666,21.108,-1.503,15.827333333333334
2008,9.43175,21.006,-2.383,15.72125
2009,9.50525,21.085,-1.7560000000000002,15.827166666666665
2010,9.703083333333334,20.97,-1.6770000000000005,15.895499999999998
2011,9.516,21.32,-2.0340000000000003,15.7695
2012,9.507333333333333,21.006,-2.233,15.802333333333335
2013,9.6065,20.737,-1.7260000000000002,15.854416666666667
2014,9.570666666666666,20.79,-2.08,15.912999999999998
2015,9.831,20.904,-1.5180000000000002,16.058583333333335
